Estimate Status,Year,Wave,State,Common Name,Total Harvest (A+B1),PSE
FINAL,1994,MAY/JUNE,RHODE ISLAND,BLUEFISH,4805,49
FINAL,1994,MAY/JUNE,SOUTH CAROLINA,BLUEFISH,67148,52.3
FINAL,1994,MAY/JUNE,VIRGINIA,BLUEFISH,68681,27.8
FINAL,1994,JULY/AUGUST,CONNECTICUT,BLUEFISH,682613,33.3
FINAL,1994,JULY/AUGUST,DELAWARE,BLUEFISH,86026,28
FINAL,1994,JULY/AUGUST,FLORIDA,BLUEFISH,251572,58.6
FINAL,1994,JULY/AUGUST,GEORGIA,BLUEFISH,1742,70
FINAL,1994,JULY/AUGUST,MAINE,BLUEFISH,124191,49.6
FINAL,1994,JULY/AUGUST,MARYLAND,BLUEFISH,316019,45.6
FINAL,1994,JULY/AUGUST,MASSACHUSETTS,BLUEFISH,487383,23.8
FINAL,1994,JULY/AUGUST,NEW HAMPSHIRE,BLUEFISH,12204,43.4
FINAL,1994,JULY/AUGUST,NEW JERSEY,BLUEFISH,406299,22.6
FINAL,1994,JULY/AUGUST,NEW YORK,BLUEFISH,2015318,16.5
FINAL,1994,JULY/AUGUST,NORTH CAROLINA,BLUEFISH,79962,22.4
FINAL,1994,JULY/AUGUST,RHODE ISLAND,BLUEFISH,175419,44
FINAL,1994,JULY/AUGUST,SOUTH CAROLINA,BLUEFISH,34295,58.4
FINAL,1994,JULY/AUGUST,VIRGINIA,BLUEFISH,322871,25
FINAL,1994,SEPTEMBER/OCTOBER,CONNECTICUT,BLUEFISH,198858,29.5
FINAL,1994,SEPTEMBER/OCTOBER,DELAWARE,BLUEFISH,107398,43.3
FINAL,1994,SEPTEMBER/OCTOBER,FLORIDA,BLUEFISH,283097,46.5
FINAL,1994,SEPTEMBER/OCTOBER,GEORGIA,BLUEFISH,183,95.8
FINAL,1994,SEPTEMBER/OCTOBER,MAINE,BLUEFISH,454,97.6
FINAL,1994,SEPTEMBER/OCTOBER,MARYLAND,BLUEFISH,254370,44.2
FINAL,1994,SEPTEMBER/OCTOBER,MASSACHUSETTS,BLUEFISH,174005,22.8
FINAL,1994,SEPTEMBER/OCTOBER,NEW HAMPSHIRE,BLUEFISH,7715,55.6
FINAL,1994,SEPTEMBER/OCTOBER,NEW JERSEY,BLUEFISH,520462,30.3
FINAL,1994,SEPTEMBER/OCTOBER,NEW YORK,BLUEFISH,937692,17.3
FINAL,1994,SEPTEMBER/OCTOBER,NORTH CAROLINA,BLUEFISH,164394,17.4
FINAL,1994,SEPTEMBER/OCTOBER,RHODE ISLAND,BLUEFISH,412419,31.7
FINAL,1994,SEPTEMBER/OCTOBER,SOUTH CAROLINA,BLUEFISH,117920,45.6
FINAL,1994,SEPTEMBER/OCTOBER,VIRGINIA,BLUEFISH,111319,25.6
FINAL,1994,NOVEMBER/DECEMBER,CONNECTICUT,BLUEFISH,3983,67.7
FINAL,1994,NOVEMBER/DECEMBER,DELAWARE,BLUEFISH,28030,74
FINAL,1994,NOVEMBER/DECEMBER,FLORIDA,BLUEFISH,332317,29.5
FINAL,1994,NOVEMBER/DECEMBER,MARYLAND,BLUEFISH,5098,64.5
FINAL,1994,NOVEMBER/DECEMBER,MASSACHUSETTS,BLUEFISH,13405,71
FINAL,1994,NOVEMBER/DECEMBER,NEW JERSEY,BLUEFISH,82268,92.4
FINAL,1994,NOVEMBER/DECEMBER,NEW YORK,BLUEFISH,291932,46.4
FINAL,1994,NOVEMBER/DECEMBER,NORTH CAROLINA,BLUEFISH,117280,42.2
FINAL,1994,NOVEMBER/DECEMBER,RHODE ISLAND,BLUEFISH,10201,69.2
FINAL,1994,NOVEMBER/DECEMBER,SOUTH CAROLINA,BLUEFISH,17949,100.6
FINAL,1994,NOVEMBER/DECEMBER,VIRGINIA,BLUEFISH,3803,80
FINAL,1995,JANUARY/FEBRUARY,FLORIDA,BLUEFISH,1172221,28.9
FINAL,1995,MARCH/APRIL,FLORIDA,BLUEFISH,374974,38.1
FINAL,1995,MARCH/APRIL,GEORGIA,BLUEFISH,1269,89.1
FINAL,1995,MARCH/APRIL,NEW YORK,BLUEFISH,0,.
FINAL,1995,MARCH/APRIL,NORTH CAROLINA,BLUEFISH,123384,32
FINAL,1995,MARCH/APRIL,SOUTH CAROLINA,BLUEFISH,21416,78.8
FINAL,1995,MARCH/APRIL,VIRGINIA,BLUEFISH,0,.
FINAL,1995,MAY/JUNE,CONNECTICUT,BLUEFISH,42510,34.9
FINAL,1995,MAY/JUNE,DELAWARE,BLUEFISH,23331,19.8
FINAL,1995,MAY/JUNE,FLORIDA,BLUEFISH,78849,51.6
FINAL,1995,MAY/JUNE,GEORGIA,BLUEFISH,0,.
FINAL,1995,MAY/JUNE,MAINE,BLUEFISH,3102,96.2
FINAL,1995,MAY/JUNE,MARYLAND,BLUEFISH,36315,50.4
FINAL,1995,MAY/JUNE,MASSACHUSETTS,BLUEFISH,254782,52.3
FINAL,1995,MAY/JUNE,NEW HAMPSHIRE,BLUEFISH,475,72.4
FINAL,1995,MAY/JUNE,NEW JERSEY,BLUEFISH,230017,34.9
FINAL,1995,MAY/JUNE,NEW YORK,BLUEFISH,642236,22
FINAL,1995,MAY/JUNE,NORTH CAROLINA,BLUEFISH,147022,20.7
FINAL,1995,MAY/JUNE,RHODE ISLAND,BLUEFISH,22413,35.2
FINAL,1995,MAY/JUNE,SOUTH CAROLINA,BLUEFISH,40173,56.8
FINAL,1995,MAY/JUNE,VIRGINIA,BLUEFISH,161876,37.1
FINAL,1995,JULY/AUGUST,CONNECTICUT,BLUEFISH,690780,22.8
FINAL,1995,JULY/AUGUST,DELAWARE,BLUEFISH,91913,25.9
FINAL,1995,JULY/AUGUST,FLORIDA,BLUEFISH,21893,53.2
FINAL,1995,JULY/AUGUST,GEORGIA,BLUEFISH,14316,70.1
