Estimate Status,Year,Wave,State,Common Name,Total Harvest (A+B1),PSE
FINAL,1995,SEPTEMBER/OCTOBER,ALABAMA,SOUTHERN FLOUNDER,73256,56.2
FINAL,1995,SEPTEMBER/OCTOBER,FLORIDA,SOUTHERN FLOUNDER,890,100.7
FINAL,1995,SEPTEMBER/OCTOBER,LOUISIANA,SOUTHERN FLOUNDER,103772,19.8
FINAL,1995,SEPTEMBER/OCTOBER,MISSISSIPPI,SOUTHERN FLOUNDER,82300,25.9
FINAL,1995,NOVEMBER/DECEMBER,ALABAMA,SOUTHERN FLOUNDER,30307,62.6
FINAL,1995,NOVEMBER/DECEMBER,FLORIDA,SOUTHERN FLOUNDER,6288,71.7
FINAL,1995,NOVEMBER/DECEMBER,LOUISIANA,SOUTHERN FLOUNDER,83370,30.7
FINAL,1995,NOVEMBER/DECEMBER,MISSISSIPPI,SOUTHERN FLOUNDER,5816,73.2
FINAL,1996,JANUARY/FEBRUARY,ALABAMA,SOUTHERN FLOUNDER,19292,69.5
FINAL,1996,JANUARY/FEBRUARY,LOUISIANA,SOUTHERN FLOUNDER,26142,46.7
FINAL,1996,JANUARY/FEBRUARY,MISSISSIPPI,SOUTHERN FLOUNDER,1779,81
FINAL,1996,MARCH/APRIL,LOUISIANA,SOUTHERN FLOUNDER,51482,28.9
FINAL,1996,MARCH/APRIL,MISSISSIPPI,SOUTHERN FLOUNDER,24215,32.9
FINAL,1996,MAY/JUNE,ALABAMA,SOUTHERN FLOUNDER,31139,86.2
FINAL,1996,MAY/JUNE,FLORIDA,SOUTHERN FLOUNDER,48223,82.9
FINAL,1996,MAY/JUNE,LOUISIANA,SOUTHERN FLOUNDER,120915,22.9
FINAL,1996,MAY/JUNE,MISSISSIPPI,SOUTHERN FLOUNDER,485584,51.6
FINAL,1996,JULY/AUGUST,ALABAMA,SOUTHERN FLOUNDER,13809,60.5
FINAL,1996,JULY/AUGUST,FLORIDA,SOUTHERN FLOUNDER,10159,62
FINAL,1996,JULY/AUGUST,LOUISIANA,SOUTHERN FLOUNDER,126573,18.3
FINAL,1996,JULY/AUGUST,MISSISSIPPI,SOUTHERN FLOUNDER,177561,36
FINAL,1996,SEPTEMBER/OCTOBER,ALABAMA,SOUTHERN FLOUNDER,11259,56.7
FINAL,1996,SEPTEMBER/OCTOBER,FLORIDA,SOUTHERN FLOUNDER,38234,39.8
FINAL,1996,SEPTEMBER/OCTOBER,LOUISIANA,SOUTHERN FLOUNDER,176158,24.9
FINAL,1996,SEPTEMBER/OCTOBER,MISSISSIPPI,SOUTHERN FLOUNDER,98323,49
FINAL,1996,NOVEMBER/DECEMBER,ALABAMA,SOUTHERN FLOUNDER,1288,100.1
FINAL,1996,NOVEMBER/DECEMBER,FLORIDA,SOUTHERN FLOUNDER,8571,86.6
FINAL,1996,NOVEMBER/DECEMBER,LOUISIANA,SOUTHERN FLOUNDER,64682,32.3
FINAL,1996,NOVEMBER/DECEMBER,MISSISSIPPI,SOUTHERN FLOUNDER,64423,78.4
FINAL,1997,JANUARY/FEBRUARY,ALABAMA,SOUTHERN FLOUNDER,13786,100.2
FINAL,1997,JANUARY/FEBRUARY,FLORIDA,SOUTHERN FLOUNDER,2969,99.1
FINAL,1997,JANUARY/FEBRUARY,LOUISIANA,SOUTHERN FLOUNDER,11228,52.2
FINAL,1997,JANUARY/FEBRUARY,MISSISSIPPI,SOUTHERN FLOUNDER,11826,38.9
FINAL,1997,MARCH/APRIL,ALABAMA,SOUTHERN FLOUNDER,23647,50
FINAL,1997,MARCH/APRIL,FLORIDA,SOUTHERN FLOUNDER,6846,72.3
FINAL,1997,MARCH/APRIL,LOUISIANA,SOUTHERN FLOUNDER,79439,33.2
FINAL,1997,MARCH/APRIL,MISSISSIPPI,SOUTHERN FLOUNDER,87310,49.8
FINAL,1997,MAY/JUNE,ALABAMA,SOUTHERN FLOUNDER,40874,76.1
FINAL,1997,MAY/JUNE,FLORIDA,SOUTHERN FLOUNDER,4987,46.6
FINAL,1997,MAY/JUNE,LOUISIANA,SOUTHERN FLOUNDER,146306,27.9
FINAL,1997,MAY/JUNE,MISSISSIPPI,SOUTHERN FLOUNDER,72797,45.9
FINAL,1997,JULY/AUGUST,ALABAMA,SOUTHERN FLOUNDER,46511,54
FINAL,1997,JULY/AUGUST,FLORIDA,SOUTHERN FLOUNDER,12868,78.5
FINAL,1997,JULY/AUGUST,LOUISIANA,SOUTHERN FLOUNDER,139397,18
FINAL,1997,JULY/AUGUST,MISSISSIPPI,SOUTHERN FLOUNDER,138399,48.1
FINAL,1997,SEPTEMBER/OCTOBER,ALABAMA,SOUTHERN FLOUNDER,13285,66.4
FINAL,1997,SEPTEMBER/OCTOBER,FLORIDA,SOUTHERN FLOUNDER,40854,46.5
