Estimate Status,Year,Wave,State,Common Name,Total Harvest (A+B1),PSE
FINAL,1997,SEPTEMBER/OCTOBER,SOUTH CAROLINA,RED SNAPPER,2323,92.3
FINAL,1997,NOVEMBER/DECEMBER,FLORIDA,RED SNAPPER,0,.
FINAL,1998,MARCH/APRIL,FLORIDA,RED SNAPPER,4970,98.7
FINAL,1998,MARCH/APRIL,GEORGIA,RED SNAPPER,14735,89.8
FINAL,1998,MARCH/APRIL,SOUTH CAROLINA,RED SNAPPER,163,95.4
FINAL,1998,MAY/JUNE,FLORIDA,RED SNAPPER,8227,57.5
FINAL,1998,MAY/JUNE,GEORGIA,RED SNAPPER,95,90.1
FINAL,1998,MAY/JUNE,NORTH CAROLINA,RED SNAPPER,1737,102
FINAL,1998,MAY/JUNE,SOUTH CAROLINA,RED SNAPPER,969,74.1
FINAL,1998,JULY/AUGUST,FLORIDA,RED SNAPPER,960,99.4
FINAL,1998,JULY/AUGUST,GEORGIA,RED SNAPPER,2117,97.7
FINAL,1998,SEPTEMBER/OCTOBER,GEORGIA,RED SNAPPER,201,88.2
FINAL,1998,SEPTEMBER/OCTOBER,NORTH CAROLINA,RED SNAPPER,0,.
FINAL,1998,SEPTEMBER/OCTOBER,SOUTH CAROLINA,RED SNAPPER,375,99.2
FINAL,1998,NOVEMBER/DECEMBER,FLORIDA,RED SNAPPER,11258,71.2
FINAL,1998,NOVEMBER/DECEMBER,GEORGIA,RED SNAPPER,134,93.9
FINAL,1999,JANUARY/FEBRUARY,FLORIDA,RED SNAPPER,33046,49.3
FINAL,1999,MARCH/APRIL,FLORIDA,RED SNAPPER,770,66.7
FINAL,1999,MARCH/APRIL,GEORGIA,RED SNAPPER,2641,69.1
FINAL,1999,MARCH/APRIL,NORTH CAROLINA,RED SNAPPER,142,98.7
FINAL,1999,MAY/JUNE,FLORIDA,RED SNAPPER,11059,65.7
FINAL,1999,MAY/JUNE,GEORGIA,RED SNAPPER,1710,79.1
FINAL,1999,MAY/JUNE,NORTH CAROLINA,RED SNAPPER,320,100.8
FINAL,1999,MAY/JUNE,SOUTH CAROLINA,RED SNAPPER,19010,81
FINAL,1999,JULY/AUGUST,FLORIDA,RED SNAPPER,4620,51.6
FINAL,1999,JULY/AUGUST,GEORGIA,RED SNAPPER,326,87.7
FINAL,1999,JULY/AUGUST,NORTH CAROLINA,RED SNAPPER,741,100.4
FINAL,1999,JULY/AUGUST,SOUTH CAROLINA,RED SNAPPER,0,.
FINAL,1999,SEPTEMBER/OCTOBER,FLORIDA,RED SNAPPER,2968,63.5
FINAL,1999,SEPTEMBER/OCTOBER,GEORGIA,RED SNAPPER,4352,96.5
FINAL,1999,SEPTEMBER/OCTOBER,NORTH CAROLINA,RED SNAPPER,1085,69.3
FINAL,1999,SEPTEMBER/OCTOBER,SOUTH CAROLINA,RED SNAPPER,2665,75.9
FINAL,1999,NOVEMBER/DECEMBER,FLORIDA,RED SNAPPER,27056,51.9
FINAL,1999,NOVEMBER/DECEMBER,SOUTH CAROLINA,RED SNAPPER,905,78.1
FINAL,2000,JANUARY/FEBRUARY,FLORIDA,RED SNAPPER,24492,46.3
FINAL,2000,MARCH/APRIL,FLORIDA,RED SNAPPER,8817,61.1
FINAL,2000,MARCH/APRIL,GEORGIA,RED SNAPPER,633,100.9
FINAL,2000,MARCH/APRIL,SOUTH CAROLINA,RED SNAPPER,2385,57.5
FINAL,2000,MAY/JUNE,FLORIDA,RED SNAPPER,2584,44.2
FINAL,2000,MAY/JUNE,GEORGIA,RED SNAPPER,0,.
FINAL,2000,MAY/JUNE,SOUTH CAROLINA,RED SNAPPER,788,72.5
FINAL,2000,JULY/AUGUST,FLORIDA,RED SNAPPER,53527,41.6
FINAL,2000,JULY/AUGUST,GEORGIA,RED SNAPPER,0,.
FINAL,2000,JULY/AUGUST,NORTH CAROLINA,RED SNAPPER,432,90.3
FINAL,2000,JULY/AUGUST,SOUTH CAROLINA,RED SNAPPER,17,99.5
FINAL,2000,SEPTEMBER/OCTOBER,FLORIDA,RED SNAPPER,14060,50.8
FINAL,2000,SEPTEMBER/OCTOBER,NORTH CAROLINA,RED SNAPPER,719,70.9
FINAL,2000,SEPTEMBER/OCTOBER,SOUTH CAROLINA,RED SNAPPER,470,77.8
FINAL,2000,NOVEMBER/DECEMBER,FLORIDA,RED SNAPPER,18672,52.6
FINAL,2000,NOVEMBER/DECEMBER,GEORGIA,RED SNAPPER,111,104
FINAL,2000,NOVEMBER/DECEMBER,SOUTH CAROLINA,RED SNAPPER,11124,82.3
FINAL,2001,JANUARY/FEBRUARY,FLORIDA,RED SNAPPER,38780,51.2
