Year,State,Species,Number,Pounds
2005,NC,Scup,10279,7821.176051
2006,NC,Scup,5189,6918.979408
2007,NC,Scup,,
2008,NC,Scup,2959,2616.903782
2009,NC,Scup,,
2010,NC,Scup,8560,7234.524464
2011,NC,Scup,5671,4919.852038
2012,NC,Scup,5405,5441.656932
2013,NC,Scup,5479,5121.349897
2014,NC,Scup,6450,5820.741341
2015,NC,Scup,9805,9252.719592
2016,NC,Scup,5281,5665.41043
2017,NC,Scup,5462,4851.751326
2018,NC,Scup,9917,13097.10729
1991,FLW_Keys/AL,Sheepshead,8,21.4729988
1992,FLW_Keys/AL,Sheepshead,,
1993,FLW_Keys/AL,Sheepshead,,
1994,FLW_Keys/AL,Sheepshead,,
1995,FLW_Keys/AL,Sheepshead,54,102.7132458
1996,FLW_Keys/AL,Sheepshead,4,7.6720776
1997,FLW_Keys/AL,Sheepshead,,
1998,FLW_Keys/AL,Sheepshead,4,9.9428362
1999,FLW_Keys/AL,Sheepshead,,
2000,FLW_Keys/AL,Sheepshead,8,19.1581478
2001,FLW_Keys/AL,Sheepshead,,
2002,FLW_Keys/AL,Sheepshead,,
2004,FLW_Keys/AL,Sheepshead,,
2005,FLW_Keys/AL,Sheepshead,,
2006,FLW_Keys/AL,Sheepshead,28,77.1617
2008,FLW_Keys/AL,Sheepshead,,
2009,FLW_Keys/AL,Sheepshead,5,15.31549514
2010,FLW_Keys/AL,Sheepshead,,
2011,FLW_Keys/AL,Sheepshead,,
2012,FLW_Keys/AL,Sheepshead,16,50.46154718
2013,FLW_Keys/AL,Sheepshead,80,209.7166821
2014,FLW_Keys/AL,Sheepshead,15,39.59277058
2015,FLW_Keys/AL,Sheepshead,36,133.489741
2016,FLW_Keys/AL,Sheepshead,43,147.6610384
2017,FLW_Keys/AL,Sheepshead,41,176.4996726
2018,FLW_Keys/AL,Sheepshead,28,149.3365496
1991,GA/FLE,Sheepshead,10,29.541908
1992,GA/FLE,Sheepshead,20,68.2991276
1993,GA/FLE,Sheepshead,,
1994,GA/FLE,Sheepshead,,
1995,GA/FLE,Sheepshead,,
1996,GA/FLE,Sheepshead,4,7.4736618
1997,GA/FLE,Sheepshead,,
1998,GA/FLE,Sheepshead,,
2000,GA/FLE,Sheepshead,,
2001,GA/FLE,Sheepshead,,
2002,GA/FLE,Sheepshead,,
2003,GA/FLE,Sheepshead,,
2005,GA/FLE,Sheepshead,,
2006,GA/FLE,Sheepshead,,
2007,GA/FLE,Sheepshead,,
2008,GA/FLE,Sheepshead,3,7.56625584
2009,GA/FLE,Sheepshead,,
2011,GA/FLE,Sheepshead,437,889.5553515
2012,GA/FLE,Sheepshead,29,91.50936696
2013,GA/FLE,Sheepshead,155,496.6435659
2014,GA/FLE,Sheepshead,88,283.3355578
2015,GA/FLE,Sheepshead,165,465.8229783
2016,GA/FLE,Sheepshead,138,366.2601345
2017,GA/FLE,Sheepshead,141,585.7609201
2018,GA/FLE,Sheepshead,191,416.3446916
1992,LA/MS,Sheepshead,54,128.198653
1993,LA/MS,Sheepshead,83,157.740561
1994,LA/MS,Sheepshead,546,1401.124195
1995,LA/MS,Sheepshead,,
1996,LA/MS,Sheepshead,,
1997,LA/MS,Sheepshead,,
1998,LA/MS,Sheepshead,,
1999,LA/MS,Sheepshead,276,620.3139294
2000,LA/MS,Sheepshead,,
2008,LA/MS,Sheepshead,,
2009,LA/MS,Sheepshead,,
2011,LA/MS,Sheepshead,,
2013,LA/MS,Sheepshead,,
2014,LA/MS,Sheepshead,,
2015,LA/MS,Sheepshead,,
2016,LA/MS,Sheepshead,,
2017,LA/MS,Sheepshead,,
2018,LA/MS,Sheepshead,,
1995,NC,Sheepshead,,
1999,NC,Sheepshead,,
2003,NC,Sheepshead,,
2004,NC,Sheepshead,,
1991,SC,Sheepshead,,
1992,SC,Sheepshead,,
1993,SC,Sheepshead,,
1994,SC,Sheepshead,,
1995,SC,Sheepshead,,
1996,SC,Sheepshead,,
1998,SC,Sheepshead,,
2000,SC,Sheepshead,,
2001,SC,Sheepshead,,
2003,SC,Sheepshead,,
2004,SC,Sheepshead,,
2005,SC,Sheepshead,,
2007,SC,Sheepshead,,
2008,SC,Sheepshead,,
2009,SC,Sheepshead,,
2010,SC,Sheepshead,,
2011,SC,Sheepshead,7,14.24845906
2012,SC,Sheepshead,,
2013,SC,Sheepshead,,
2014,SC,Sheepshead,,
2015,SC,Sheepshead,5,15.1457394
1992,TX,Sheepshead,121,194.2490682
1993,TX,Sheepshead,28,53.3297578
1994,TX,Sheepshead,,
1995,TX,Sheepshead,28,51.6762928
1996,TX,Sheepshead,,
1998,TX,Sheepshead,7,16.5787424
1999,TX,Sheepshead,,
2000,TX,Sheepshead,29,69.4234838
2001,TX,Sheepshead,,
2002,TX,Sheepshead,,
2003,TX,Sheepshead,,
2005,TX,Sheepshead,,
2006,TX,Sheepshead,,
2007,TX,Sheepshead,,
2009,TX,Sheepshead,,
2011,TX,Sheepshead,,
2012,TX,Sheepshead,,
2013,TX,Sheepshead,,
2014,TX,Sheepshead,,
2015,TX,Sheepshead,38,141.9995742
2016,TX,Sheepshead,,
2017,TX,Sheepshead,155,652.062662
2018,TX,Sheepshead,7,33.82548466
1997,FLW_Keys/AL,Southern_Flounder,,
1999,FLW_Keys/AL,Southern_Flounder,,
2004,FLW_Keys/AL,Southern_Flounder,33,80.248168
2005,FLW_Keys/AL,Southern_Flounder,47,111.7962802
2006,FLW_Keys/AL,Southern_Flounder,12,28.3073208
2007,FLW_Keys/AL,Southern_Flounder,17,71.35914016
2008,FLW_Keys/AL,Southern_Flounder,31,139.5480368
2009,FLW_Keys/AL,Southern_Flounder,26,88.61690552
2010,FLW_Keys/AL,Southern_Flounder,23,64.76732636
2011,FLW_Keys/AL,Southern_Flounder,41,151.4992818
2012,FLW_Keys/AL,Southern_Flounder,33,139.9691192
2013,FLW_Keys/AL,Southern_Flounder,8,23.98406098
2014,FLW_Keys/AL,Southern_Flounder,2,5.66146416
2015,FLW_Keys/AL,Southern_Flounder,,
2016,FLW_Keys/AL,Southern_Flounder,3,8.72368134
2017,FLW_Keys/AL,Southern_Flounder,3,7.20249354
1997,GA/FLE,Southern_Flounder,,
1999,GA/FLE,Southern_Flounder,,
2004,GA/FLE,Southern_Flounder,,
2005,GA/FLE,Southern_Flounder,,
2006,GA/FLE,Southern_Flounder,,
2009,GA/FLE,Southern_Flounder,,
2010,GA/FLE,Southern_Flounder,4,11.56102728
2013,GA/FLE,Southern_Flounder,26,81.31520408
2014,GA/FLE,Southern_Flounder,10,30.23415868
2015,GA/FLE,Southern_Flounder,7,23.0713483
2016,GA/FLE,Southern_Flounder,3,7.49791262
2017,GA/FLE,Southern_Flounder,,
2018,GA/FLE,Southern_Flounder,12,30.70815198
1992,LA/MS,Southern_Flounder,,
1993,LA/MS,Southern_Flounder,,
1994,LA/MS,Southern_Flounder,9,32.6724684
1995,LA/MS,Southern_Flounder,15,45.084479
1996,LA/MS,Southern_Flounder,,
1997,LA/MS,Southern_Flounder,28,69.9525926
1998,LA/MS,Southern_Flounder,18,67.8582036
1999,LA/MS,Southern_Flounder,21,103.176216
2000,LA/MS,Southern_Flounder,,
2001,LA/MS,Southern_Flounder,,
2002,LA/MS,Southern_Flounder,1,2.0062042
2008,LA/MS,Southern_Flounder,,
2012,LA/MS,Southern_Flounder,,
2013,LA/MS,Southern_Flounder,,
2014,LA/MS,Southern_Flounder,,
2017,LA/MS,Southern_Flounder,,
2012,NC,Southern_Flounder,,
2013,NC,Southern_Flounder,,
2014,NC,Southern_Flounder,,
2015,NC,Southern_Flounder,,
2016,NC,Southern_Flounder,,
2017,NC,Southern_Flounder,,
2018,NC,Southern_Flounder,,
2003,SC,Southern_Flounder,,
2004,SC,Southern_Flounder,,
2011,SC,Southern_Flounder,,
2013,SC,Southern_Flounder,,
2015,SC,Southern_Flounder,,
2016,SC,Southern_Flounder,,
2017,SC,Southern_Flounder,,
2018,SC,Southern_Flounder,25,52.52286688
1992,TX,Southern_Flounder,33,80.0497522
1993,TX,Southern_Flounder,8,25.0444832
1994,TX,Southern_Flounder,6,21.825738
1995,TX,Southern_Flounder,10,25.0665294
1996,TX,Southern_Flounder,,
1997,TX,Southern_Flounder,,
1998,TX,Southern_Flounder,16,60.3184032
2000,TX,Southern_Flounder,,
2001,TX,Southern_Flounder,,
2002,TX,Southern_Flounder,,
2003,TX,Southern_Flounder,9,23.3469258
2004,TX,Southern_Flounder,,
2005,TX,Southern_Flounder,5,12.345872
2006,TX,Southern_Flounder,,
2007,TX,Southern_Flounder,,
2009,TX,Southern_Flounder,,
2010,TX,Southern_Flounder,,
2011,TX,Southern_Flounder,,
2012,TX,Southern_Flounder,,
2013,TX,Southern_Flounder,,
2016,TX,Southern_Flounder,,
1991,FLW_Keys/AL,Spanish_Mackerel,500,736.5194496
1992,FLW_Keys/AL,Spanish_Mackerel,730,1855.893208
1993,FLW_Keys/AL,Spanish_Mackerel,532,1178.501667
1994,FLW_Keys/AL,Spanish_Mackerel,953,2584.476026
1995,FLW_Keys/AL,Spanish_Mackerel,235,763.9228762
1996,FLW_Keys/AL,Spanish_Mackerel,377,769.0155484
1997,FLW_Keys/AL,Spanish_Mackerel,495,1401.146241
1998,FLW_Keys/AL,Spanish_Mackerel,398,772.6752176
1999,FLW_Keys/AL,Spanish_Mackerel,1562,5512.145247
2000,FLW_Keys/AL,Spanish_Mackerel,596,1584.239932
2001,FLW_Keys/AL,Spanish_Mackerel,459,1456.834942
2002,FLW_Keys/AL,Spanish_Mackerel,259,844.5237834
2003,FLW_Keys/AL,Spanish_Mackerel,266,482.1063016
2004,FLW_Keys/AL,Spanish_Mackerel,460,841.6798236
2005,FLW_Keys/AL,Spanish_Mackerel,395,1308.640386
2006,FLW_Keys/AL,Spanish_Mackerel,615,1209.388393
2007,FLW_Keys/AL,Spanish_Mackerel,711,2089.902598
2008,FLW_Keys/AL,Spanish_Mackerel,752,1888.739842
2009,FLW_Keys/AL,Spanish_Mackerel,586,1163.856377
2010,FLW_Keys/AL,Spanish_Mackerel,477,1074.798547
2011,FLW_Keys/AL,Spanish_Mackerel,675,1734.71627
2012,FLW_Keys/AL,Spanish_Mackerel,896,4023.537322
2013,FLW_Keys/AL,Spanish_Mackerel,869,1064.181097
2014,FLW_Keys/AL,Spanish_Mackerel,781,989.2063801
2015,FLW_Keys/AL,Spanish_Mackerel,1570,2652.850111
2016,FLW_Keys/AL,Spanish_Mackerel,1019,2493.709616
2017,FLW_Keys/AL,Spanish_Mackerel,725,1144.352103
2018,FLW_Keys/AL,Spanish_Mackerel,965,2552.297392
1991,GA/FLE,Spanish_Mackerel,741,2007.593111
1992,GA/FLE,Spanish_Mackerel,806,2001.662683
1993,GA/FLE,Spanish_Mackerel,433,932.6203986
1994,GA/FLE,Spanish_Mackerel,1671,4097.661055
1995,GA/FLE,Spanish_Mackerel,643,1922.362501
1996,GA/FLE,Spanish_Mackerel,413,833.015667
1997,GA/FLE,Spanish_Mackerel,495,1662.040972
1998,GA/FLE,Spanish_Mackerel,284,969.6139222
1999,GA/FLE,Spanish_Mackerel,681,3155.318283
2000,GA/FLE,Spanish_Mackerel,418,1092.21284
2001,GA/FLE,Spanish_Mackerel,397,1616.537615
2002,GA/FLE,Spanish_Mackerel,477,1748.373891
2003,GA/FLE,Spanish_Mackerel,411,1357.384534
2004,GA/FLE,Spanish_Mackerel,1576,4501.304931
2005,GA/FLE,Spanish_Mackerel,925,2904.608896
2006,GA/FLE,Spanish_Mackerel,638,1459.039562
2007,GA/FLE,Spanish_Mackerel,1083,2491.458699
2008,GA/FLE,Spanish_Mackerel,344,577.4384796
2009,GA/FLE,Spanish_Mackerel,259,580.6770664
2010,GA/FLE,Spanish_Mackerel,511,867.0395675
2011,GA/FLE,Spanish_Mackerel,382,882.1368052
2012,GA/FLE,Spanish_Mackerel,149,801.8048617
2013,GA/FLE,Spanish_Mackerel,631,1021.845779
2014,GA/FLE,Spanish_Mackerel,706,1103.912759
2015,GA/FLE,Spanish_Mackerel,632,1826.81868
2016,GA/FLE,Spanish_Mackerel,667,1099.93342
2017,GA/FLE,Spanish_Mackerel,272,721.5522844
2018,GA/FLE,Spanish_Mackerel,258,507.3822699
1991,LA/MS,Spanish_Mackerel,845,1600.135242
1992,LA/MS,Spanish_Mackerel,558,1525.729317
1993,LA/MS,Spanish_Mackerel,80,190.8539534
1994,LA/MS,Spanish_Mackerel,382,977.7048776
1995,LA/MS,Spanish_Mackerel,550,1859.288323
1996,LA/MS,Spanish_Mackerel,231,387.7706118
1997,LA/MS,Spanish_Mackerel,303,1071.290997
1998,LA/MS,Spanish_Mackerel,41,142.8152836
1999,LA/MS,Spanish_Mackerel,,
2000,LA/MS,Spanish_Mackerel,46,167.4849814
2001,LA/MS,Spanish_Mackerel,,
2002,LA/MS,Spanish_Mackerel,14,26.896364
2007,LA/MS,Spanish_Mackerel,,
2008,LA/MS,Spanish_Mackerel,,
2009,LA/MS,Spanish_Mackerel,29,20.16345452
2010,LA/MS,Spanish_Mackerel,1288,1317.767513
2011,LA/MS,Spanish_Mackerel,4513,8200.379509
2012,LA/MS,Spanish_Mackerel,2375,17425.8037
2013,LA/MS,Spanish_Mackerel,1706,2503.564267
2014,LA/MS,Spanish_Mackerel,1309,1885.836357
2015,LA/MS,Spanish_Mackerel,1615,2419.153777
2016,LA/MS,Spanish_Mackerel,1616,1973.966042
2017,LA/MS,Spanish_Mackerel,971,1265.015365
2018,LA/MS,Spanish_Mackerel,710,1020.974954
1991,NC,Spanish_Mackerel,14,29.5639542
1992,NC,Spanish_Mackerel,38,52.9329262
1993,NC,Spanish_Mackerel,,
1994,NC,Spanish_Mackerel,,
1995,NC,Spanish_Mackerel,5,11.904948
1996,NC,Spanish_Mackerel,,
1997,NC,Spanish_Mackerel,106,104.6974038
1998,NC,Spanish_Mackerel,30,75.1334496
1999,NC,Spanish_Mackerel,197,202.384116
2000,NC,Spanish_Mackerel,816,817.8919738
2001,NC,Spanish_Mackerel,30,81.4827552
2002,NC,Spanish_Mackerel,,
2003,NC,Spanish_Mackerel,,
2004,NC,Spanish_Mackerel,,
2005,NC,Spanish_Mackerel,28,65.256752
2006,NC,Spanish_Mackerel,11,11.0671924
2007,NC,Spanish_Mackerel,,
2008,NC,Spanish_Mackerel,138,134.4068629
2009,NC,Spanish_Mackerel,167,197.31349
2010,NC,Spanish_Mackerel,470,322.1082097
2011,NC,Spanish_Mackerel,616,587.3548604
2012,NC,Spanish_Mackerel,379,392.9294226
2013,NC,Spanish_Mackerel,247,253.7429435
2014,NC,Spanish_Mackerel,172,198.7244468
2015,NC,Spanish_Mackerel,,
2016,NC,Spanish_Mackerel,384,308.1022589
2017,NC,Spanish_Mackerel,311,315.4392342
2018,NC,Spanish_Mackerel,,
1991,SC,Spanish_Mackerel,1099,1823.066417
1992,SC,Spanish_Mackerel,303,422.18473
1993,SC,Spanish_Mackerel,271,576.728592
1994,SC,Spanish_Mackerel,716,1755.252305
1995,SC,Spanish_Mackerel,63,150.134622
1996,SC,Spanish_Mackerel,466,1025.434901
1997,SC,Spanish_Mackerel,1910,2416.991045
1998,SC,Spanish_Mackerel,2073,5180.041291
1999,SC,Spanish_Mackerel,5828,5987.395181
2000,SC,Spanish_Mackerel,2529,1985.657142
2001,SC,Spanish_Mackerel,3265,9025.471772
2002,SC,Spanish_Mackerel,4072,3678.2321
2003,SC,Spanish_Mackerel,1304,1419.620957
2004,SC,Spanish_Mackerel,3445,10920.18834
2005,SC,Spanish_Mackerel,4707,8530.027519
2006,SC,Spanish_Mackerel,2562,2622.263213
2007,SC,Spanish_Mackerel,4114,3585.355869
2008,SC,Spanish_Mackerel,8171,7354.504294
2009,SC,Spanish_Mackerel,9386,9819.864701
2010,SC,Spanish_Mackerel,5108,4783.088437
2011,SC,Spanish_Mackerel,12074,17357.1342
2012,SC,Spanish_Mackerel,9554,9888.190284
2013,SC,Spanish_Mackerel,3812,4312.688667
2014,SC,Spanish_Mackerel,6625,7493.911235
2015,SC,Spanish_Mackerel,3995,3795.80228
2016,SC,Spanish_Mackerel,7482,6859.201137
2017,SC,Spanish_Mackerel,7367,7724.298434
2018,SC,Spanish_Mackerel,3973,4653.280411
1991,TX,Spanish_Mackerel,385,3238.366318
1992,TX,Spanish_Mackerel,304,822.6759992
1993,TX,Spanish_Mackerel,212,486.4053106
1994,TX,Spanish_Mackerel,406,993.4238182
1995,TX,Spanish_Mackerel,183,585.3707024
1996,TX,Spanish_Mackerel,212,598.4220528
1997,TX,Spanish_Mackerel,50,138.9792448
1998,TX,Spanish_Mackerel,18,72.5981366
1999,TX,Spanish_Mackerel,71,202.2959312
2000,TX,Spanish_Mackerel,60,178.3758042
2001,TX,Spanish_Mackerel,28,86.3770116
2002,TX,Spanish_Mackerel,82,164.0898666
2003,TX,Spanish_Mackerel,77,144.5789796
2004,TX,Spanish_Mackerel,20,31.6583432
2005,TX,Spanish_Mackerel,52,171.1005582
2006,TX,Spanish_Mackerel,128,314.378812
2007,TX,Spanish_Mackerel,106,361.1189606
2008,TX,Spanish_Mackerel,70,179.3083585
2009,TX,Spanish_Mackerel,104,181.1668531
2010,TX,Spanish_Mackerel,30,30.8095645
2011,TX,Spanish_Mackerel,220,543.218368
2012,TX,Spanish_Mackerel,238,506.1829566
2013,TX,Spanish_Mackerel,223,660.2329837
2014,TX,Spanish_Mackerel,324,966.1548734
2015,TX,Spanish_Mackerel,113,217.3975782
2016,TX,Spanish_Mackerel,264,486.2002809
2017,TX,Spanish_Mackerel,396,867.7759105
2018,TX,Spanish_Mackerel,121,232.5962285
2003,NC,Summer_Flounder,,
2005,NC,Summer_Flounder,,
2010,NC,Summer_Flounder,,
2011,NC,Summer_Flounder,,
2013,NC,Summer_Flounder,,
2014,NC,Summer_Flounder,,
2015,NC,Summer_Flounder,,
2016,NC,Summer_Flounder,,
2017,NC,Summer_Flounder,,
2018,NC,Summer_Flounder,,
1996,SC,Summer_Flounder,,
2003,SC,Summer_Flounder,113,227.4285992
2009,SC,Summer_Flounder,,
2010,SC,Summer_Flounder,6,11.42654546
2012,SC,Summer_Flounder,,
2013,SC,Summer_Flounder,22,44.65237348
2014,SC,Summer_Flounder,,
2015,SC,Summer_Flounder,,
2016,SC,Summer_Flounder,30,67.98827618
2017,SC,Summer_Flounder,39,90.58342656
2018,SC,Summer_Flounder,,
