Estimate Status,Year,Wave,State,Common Name,Harvest (A+B1) Total Weight (kg),PSE,Landings (no.) without Size Information
FINAL,1993,NOVEMBER/DECEMBER,NEW JERSEY,BLACK SEA BASS,201297,57.6,0
FINAL,1993,NOVEMBER/DECEMBER,NEW YORK,BLACK SEA BASS,2879,97.8,0
FINAL,1993,NOVEMBER/DECEMBER,NORTH CAROLINA,BLACK SEA BASS,9733,59.2,0
FINAL,1993,NOVEMBER/DECEMBER,SOUTH CAROLINA,BLACK SEA BASS,8,80.9,0
FINAL,1993,NOVEMBER/DECEMBER,VIRGINIA,BLACK SEA BASS,20899,49.6,0
FINAL,1994,JANUARY/FEBRUARY,FLORIDA,BLACK SEA BASS,368751,34.1,0
FINAL,1994,MARCH/APRIL,DELAWARE,BLACK SEA BASS,51,95.9,0
FINAL,1994,MARCH/APRIL,FLORIDA,BLACK SEA BASS,184910,34.5,0
FINAL,1994,MARCH/APRIL,GEORGIA,BLACK SEA BASS,78701,54.6,0
FINAL,1994,MARCH/APRIL,MARYLAND,BLACK SEA BASS,571,86.8,0
FINAL,1994,MARCH/APRIL,NEW JERSEY,BLACK SEA BASS,2927,96.7,0
FINAL,1994,MARCH/APRIL,NORTH CAROLINA,BLACK SEA BASS,42982,60.6,0
FINAL,1994,MARCH/APRIL,SOUTH CAROLINA,BLACK SEA BASS,95896,84.9,0
FINAL,1994,MARCH/APRIL,VIRGINIA,BLACK SEA BASS,10107,66.6,0
FINAL,1994,MAY/JUNE,DELAWARE,BLACK SEA BASS,1666,56.4,0
FINAL,1994,MAY/JUNE,FLORIDA,BLACK SEA BASS,90441,29.4,0
FINAL,1994,MAY/JUNE,GEORGIA,BLACK SEA BASS,13006,29.2,0
FINAL,1994,MAY/JUNE,MARYLAND,BLACK SEA BASS,48970,46.1,0
FINAL,1994,MAY/JUNE,MASSACHUSETTS,BLACK SEA BASS,8,100.7,0
FINAL,1994,MAY/JUNE,NEW JERSEY,BLACK SEA BASS,61146,69.6,0
FINAL,1994,MAY/JUNE,NEW YORK,BLACK SEA BASS,8399,67.5,0
FINAL,1994,MAY/JUNE,NORTH CAROLINA,BLACK SEA BASS,26191,34.9,0
FINAL,1994,MAY/JUNE,RHODE ISLAND,BLACK SEA BASS,252,79.6,0
FINAL,1994,MAY/JUNE,SOUTH CAROLINA,BLACK SEA BASS,6277,60,0
FINAL,1994,MAY/JUNE,VIRGINIA,BLACK SEA BASS,43899,52.1,0
FINAL,1994,JULY/AUGUST,DELAWARE,BLACK SEA BASS,3632,30.7,0
FINAL,1994,JULY/AUGUST,FLORIDA,BLACK SEA BASS,47090,30.1,0
FINAL,1994,JULY/AUGUST,GEORGIA,BLACK SEA BASS,1540,57.2,0
FINAL,1994,JULY/AUGUST,MARYLAND,BLACK SEA BASS,23691,76.7,0
FINAL,1994,JULY/AUGUST,MASSACHUSETTS,BLACK SEA BASS,4619,73.8,0
FINAL,1994,JULY/AUGUST,NEW JERSEY,BLACK SEA BASS,26542,36.8,0
FINAL,1994,JULY/AUGUST,NEW YORK,BLACK SEA BASS,14990,42.9,0
FINAL,1994,JULY/AUGUST,NORTH CAROLINA,BLACK SEA BASS,25849,33.3,0
FINAL,1994,JULY/AUGUST,RHODE ISLAND,BLACK SEA BASS,34153,91,0
FINAL,1994,JULY/AUGUST,SOUTH CAROLINA,BLACK SEA BASS,3688,48.8,0
FINAL,1994,JULY/AUGUST,VIRGINIA,BLACK SEA BASS,20783,38.8,0
FINAL,1994,SEPTEMBER/OCTOBER,CONNECTICUT,BLACK SEA BASS,0,.,0
FINAL,1994,SEPTEMBER/OCTOBER,DELAWARE,BLACK SEA BASS,9964,29.5,0
FINAL,1994,SEPTEMBER/OCTOBER,FLORIDA,BLACK SEA BASS,30377,53.6,0
FINAL,1994,SEPTEMBER/OCTOBER,GEORGIA,BLACK SEA BASS,835,45.2,0
FINAL,1994,SEPTEMBER/OCTOBER,MARYLAND,BLACK SEA BASS,20935,93.5,0
FINAL,1994,SEPTEMBER/OCTOBER,MASSACHUSETTS,BLACK SEA BASS,813,99.3,0
FINAL,1994,SEPTEMBER/OCTOBER,NEW JERSEY,BLACK SEA BASS,196341,28.8,0
FINAL,1994,SEPTEMBER/OCTOBER,NEW YORK,BLACK SEA BASS,58206,29.3,0
FINAL,1994,SEPTEMBER/OCTOBER,NORTH CAROLINA,BLACK SEA BASS,17714,30.5,0
