Estimate Status,Year,Wave,State,Common Name,Harvest (A+B1) Total Weight (kg),PSE,Landings (no.) without Size Information
FINAL,1997,JULY/AUGUST,VIRGINIA,SPOTTED SEATROUT,12562,101.5,0
FINAL,1997,SEPTEMBER/OCTOBER,FLORIDA,SPOTTED SEATROUT,68200,38.3,0
FINAL,1997,SEPTEMBER/OCTOBER,GEORGIA,SPOTTED SEATROUT,97867,37.2,0
FINAL,1997,SEPTEMBER/OCTOBER,MARYLAND,SPOTTED SEATROUT,10590,58.3,0
FINAL,1997,SEPTEMBER/OCTOBER,NEW JERSEY,SPOTTED SEATROUT,2955,100.1,0
FINAL,1997,SEPTEMBER/OCTOBER,NORTH CAROLINA,SPOTTED SEATROUT,74038,30.6,0
FINAL,1997,SEPTEMBER/OCTOBER,SOUTH CAROLINA,SPOTTED SEATROUT,63529,32.6,0
FINAL,1997,SEPTEMBER/OCTOBER,VIRGINIA,SPOTTED SEATROUT,118794,49.4,0
FINAL,1997,NOVEMBER/DECEMBER,FLORIDA,SPOTTED SEATROUT,63746,62.8,0
FINAL,1997,NOVEMBER/DECEMBER,GEORGIA,SPOTTED SEATROUT,58435,52.3,0
FINAL,1997,NOVEMBER/DECEMBER,MARYLAND,SPOTTED SEATROUT,3281,73.9,0
FINAL,1997,NOVEMBER/DECEMBER,NORTH CAROLINA,SPOTTED SEATROUT,306529,22.6,0
FINAL,1997,NOVEMBER/DECEMBER,SOUTH CAROLINA,SPOTTED SEATROUT,83682,36.7,0
FINAL,1997,NOVEMBER/DECEMBER,VIRGINIA,SPOTTED SEATROUT,63627,45.1,0
FINAL,1998,JANUARY/FEBRUARY,FLORIDA,SPOTTED SEATROUT,63024,62.2,0
FINAL,1998,MARCH/APRIL,DELAWARE,SPOTTED SEATROUT,51,101.4,0
FINAL,1998,MARCH/APRIL,FLORIDA,SPOTTED SEATROUT,45844,42.5,0
FINAL,1998,MARCH/APRIL,GEORGIA,SPOTTED SEATROUT,5798,61.3,0
FINAL,1998,MARCH/APRIL,NORTH CAROLINA,SPOTTED SEATROUT,0,.,0
FINAL,1998,MARCH/APRIL,SOUTH CAROLINA,SPOTTED SEATROUT,2738,98.2,0
FINAL,1998,MARCH/APRIL,VIRGINIA,SPOTTED SEATROUT,36649,54.3,0
FINAL,1998,MAY/JUNE,FLORIDA,SPOTTED SEATROUT,55872,43.4,0
FINAL,1998,MAY/JUNE,GEORGIA,SPOTTED SEATROUT,54340,60.6,0
FINAL,1998,MAY/JUNE,NORTH CAROLINA,SPOTTED SEATROUT,106186,34,0
FINAL,1998,MAY/JUNE,SOUTH CAROLINA,SPOTTED SEATROUT,43781,46,0
FINAL,1998,MAY/JUNE,VIRGINIA,SPOTTED SEATROUT,1178,100.1,0
FINAL,1998,JULY/AUGUST,FLORIDA,SPOTTED SEATROUT,49313,42.3,0
FINAL,1998,JULY/AUGUST,GEORGIA,SPOTTED SEATROUT,13157,27.8,0
FINAL,1998,JULY/AUGUST,MARYLAND,SPOTTED SEATROUT,9312,91.5,0
FINAL,1998,JULY/AUGUST,NORTH CAROLINA,SPOTTED SEATROUT,48662,28.1,0
FINAL,1998,JULY/AUGUST,SOUTH CAROLINA,SPOTTED SEATROUT,44492,42.5,0
FINAL,1998,JULY/AUGUST,VIRGINIA,SPOTTED SEATROUT,17117,49.7,0
