ID,year,wave,state,area,juristiction,depth.allowed,species,start.date,end.date,daily.closures,bag.limit,agg.bag.limit,agg.bag.limit.wt,boat.limit,poss.limit,bonus.limit,min.size,tl.fl,min.size2,max.size,max.size2,bag.above.max,bag.above.max2,bag.below.min,mode,gear.restriction,other,Comments,imputed
,2012,1,NY,9999,1,9999,King_Mackerel,01-01-12,29-02-12,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2012,2,NY,9999,1,9999,King_Mackerel,01-03-12,30-04-12,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2012,3,NY,9999,1,9999,King_Mackerel,01-05-12,30-06-12,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2012,4,NY,9999,1,9999,King_Mackerel,01-07-12,31-08-12,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2012,5,NY,9999,1,9999,King_Mackerel,01-09-12,31-10-12,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2012,6,NY,9999,1,9999,King_Mackerel,01-11-12,31-12-12,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2013,1,NY,9999,1,9999,King_Mackerel,01-01-13,28-02-13,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2013,2,NY,9999,1,9999,King_Mackerel,01-03-13,30-04-13,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2013,3,NY,9999,1,9999,King_Mackerel,01-05-13,30-06-13,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2013,4,NY,9999,1,9999,King_Mackerel,01-07-13,31-08-13,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2013,5,NY,9999,1,9999,King_Mackerel,01-09-13,31-10-13,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2013,6,NY,9999,1,9999,King_Mackerel,01-11-13,31-12-13,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2014,1,NY,9999,1,9999,King_Mackerel,01-01-14,28-02-14,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2014,2,NY,9999,1,9999,King_Mackerel,01-03-14,30-04-14,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2014,3,NY,9999,1,9999,King_Mackerel,01-05-14,30-06-14,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
,2014,4,NY,9999,1,9999,King_Mackerel,01-07-14,31-08-14,,3,9999,9999,,9999,,23,1,,9999,,9999,,9999,0,0,0,,0
